# http://127.0.0.1:6568 --workers 5 --loaded-duration-minutes 5 --output-dir run --overwrite-output
# {"appUrl":"http://127.0.0.1:6568","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run","overwriteOutput":true,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
3,3,0,PLAYER_SESSION_CREATE,1675836030149,0,
3,3,0,REQ_HOME_START,1675836030149,4,
3,3,0,REQ_HOME_END,1675836047131,4,
3,3,0,REQ_GET_START,1675836047131,5,
3,3,0,REQ_GET_END,1675836048081,5,
3,3,0,WS_OPEN_START,1675836048082,6,
3,3,0,WS_OPEN_END,1675836048887,6,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836048887,7,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1675836048916,7,
3,3,0,WS_SEND_START,1675836048917,7,
3,3,0,WS_SEND_END,1675836048917,7,
3,3,0,WS_RECV_INIT_START,1675836048917,8,
3,3,0,WS_RECV_INIT_END,1675836048917,8,
3,3,0,WS_RECV_START,1675836048917,9,
3,3,0,WS_RECV_END,1675836048936,9,
3,3,0,WS_RECV_START,1675836048936,10,
3,3,0,WS_RECV_END,1675836048937,10,
3,3,0,WS_RECV_START,1675836048937,11,
3,3,0,WS_RECV_END,1675836049775,11,
3,3,0,WS_RECV_START,1675836049775,12,
3,3,0,WS_RECV_END,1675836049799,12,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836049799,13,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1675836049947,13,
3,3,0,WS_SEND_START,1675836049947,13,
3,3,0,WS_SEND_END,1675836049947,13,
3,3,0,WS_RECV_START,1675836049947,14,
3,3,0,WS_RECV_END,1675836051521,14,
3,3,0,WS_RECV_START,1675836051521,15,
3,3,0,WS_RECV_END,1675836051529,15,
3,3,0,WS_RECV_START,1675836051529,16,
3,3,0,WS_RECV_END,1675836052760,16,
3,3,0,WS_RECV_START,1675836052760,17,
3,3,0,WS_RECV_END,1675836052775,17,
3,3,0,WS_RECV_START,1675836052775,18,
3,3,0,WS_RECV_END,1675836052777,18,
3,3,0,WS_RECV_START,1675836052777,19,
3,3,0,WS_RECV_END,1675836052787,19,
3,3,0,WS_RECV_START,1675836052787,20,
3,3,0,WS_RECV_END,1675836052790,20,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836052790,21,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1675836052791,21,
3,3,0,WS_SEND_START,1675836052791,21,
3,3,0,WS_SEND_END,1675836052791,21,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836052791,22,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1675836052792,22,
3,3,0,WS_SEND_START,1675836052792,22,
3,3,0,WS_SEND_END,1675836052792,22,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836052792,23,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1675836052794,23,
3,3,0,WS_SEND_START,1675836052794,23,
3,3,0,WS_SEND_END,1675836052794,23,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1675836052794,24,
