# http://127.0.0.1:6568 --workers 5 --loaded-duration-minutes 5 --output-dir run --overwrite-output
# {"appUrl":"http://127.0.0.1:6568","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run","overwriteOutput":true,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
5,0,1,PLAYER_SESSION_CREATE,1675836091354,0,
5,0,1,REQ_HOME_START,1675836091354,4,
5,0,1,REQ_HOME_END,1675836119237,4,
5,0,1,REQ_GET_START,1675836119237,5,
5,0,1,REQ_GET_END,1675836120159,5,
5,0,1,WS_OPEN_START,1675836120159,6,
5,0,1,WS_OPEN_END,1675836150799,6,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836150799,7,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836150829,7,
5,0,1,WS_SEND_START,1675836150836,7,
5,0,1,WS_SEND_END,1675836150837,7,
5,0,1,WS_RECV_INIT_START,1675836150837,8,
5,0,1,WS_RECV_INIT_END,1675836180774,8,
5,0,1,WS_RECV_START,1675836180774,9,
5,0,1,WS_RECV_END,1675836180784,9,
5,0,1,WS_RECV_START,1675836180784,10,
5,0,1,WS_RECV_END,1675836180785,10,
5,0,1,WS_RECV_START,1675836180785,11,
5,0,1,WS_RECV_END,1675836181649,11,
5,0,1,WS_RECV_START,1675836181649,12,
5,0,1,WS_RECV_END,1675836181675,12,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836181675,13,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836181823,13,
5,0,1,WS_SEND_START,1675836181823,13,
5,0,1,WS_SEND_END,1675836181823,13,
5,0,1,WS_RECV_START,1675836181823,14,
5,0,1,WS_RECV_END,1675836209339,14,
5,0,1,WS_RECV_START,1675836209339,15,
5,0,1,WS_RECV_END,1675836209345,15,
5,0,1,WS_RECV_START,1675836209345,16,
5,0,1,WS_RECV_END,1675836210573,16,
5,0,1,WS_RECV_START,1675836210573,17,
5,0,1,WS_RECV_END,1675836210600,17,
5,0,1,WS_RECV_START,1675836210600,18,
5,0,1,WS_RECV_END,1675836210606,18,
5,0,1,WS_RECV_START,1675836210606,19,
5,0,1,WS_RECV_END,1675836210625,19,
5,0,1,WS_RECV_START,1675836210625,20,
5,0,1,WS_RECV_END,1675836210627,20,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210627,21,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210628,21,
5,0,1,WS_SEND_START,1675836210628,21,
5,0,1,WS_SEND_END,1675836210628,21,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210628,22,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210630,22,
5,0,1,WS_SEND_START,1675836210630,22,
5,0,1,WS_SEND_END,1675836210630,22,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210630,23,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210632,23,
5,0,1,WS_SEND_START,1675836210632,23,
5,0,1,WS_SEND_END,1675836210632,23,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210632,24,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210633,24,
5,0,1,WS_SEND_START,1675836210633,24,
5,0,1,WS_SEND_END,1675836210633,24,
5,0,1,WS_RECV_START,1675836210633,25,
5,0,1,WS_RECV_END,1675836210651,25,
5,0,1,WS_RECV_START,1675836210651,26,
5,0,1,WS_RECV_END,1675836210653,26,
5,0,1,WS_SEND_START,1675836210653,27,
5,0,1,WS_SEND_END,1675836210653,27,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210653,28,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210655,28,
5,0,1,WS_SEND_START,1675836210655,28,
5,0,1,WS_SEND_END,1675836210655,28,
5,0,1,WS_RECV_START,1675836210655,29,
5,0,1,WS_RECV_END,1675836210664,29,
5,0,1,WS_RECV_START,1675836210664,30,
5,0,1,WS_RECV_END,1675836210666,30,
5,0,1,WS_RECV_START,1675836210666,31,
5,0,1,WS_RECV_END,1675836210669,31,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210669,32,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210670,32,
5,0,1,WS_SEND_START,1675836210670,32,
5,0,1,WS_SEND_END,1675836210670,32,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1675836210670,33,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1675836210672,33,
