# http://127.0.0.1:6568 --workers 5 --loaded-duration-minutes 5 --output-dir run --overwrite-output
# {"appUrl":"http://127.0.0.1:6568","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"run","overwriteOutput":true,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
2,2,0,PLAYER_SESSION_CREATE,1675836010731,0,
2,2,0,REQ_HOME_START,1675836010731,4,
2,2,0,REQ_HOME_END,1675836044837,4,
2,2,0,REQ_GET_START,1675836044837,5,
2,2,0,REQ_GET_END,1675836045720,5,
2,2,0,WS_OPEN_START,1675836045720,6,
2,2,0,WS_OPEN_END,1675836047876,6,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836047876,7,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836047905,7,
2,2,0,WS_SEND_START,1675836047905,7,
2,2,0,WS_SEND_END,1675836047905,7,
2,2,0,WS_RECV_INIT_START,1675836047905,8,
2,2,0,WS_RECV_INIT_END,1675836047928,8,
2,2,0,WS_RECV_START,1675836047929,9,
2,2,0,WS_RECV_END,1675836047941,9,
2,2,0,WS_RECV_START,1675836047941,10,
2,2,0,WS_RECV_END,1675836047941,10,
2,2,0,WS_RECV_START,1675836047941,11,
2,2,0,WS_RECV_END,1675836048857,11,
2,2,0,WS_RECV_START,1675836048857,12,
2,2,0,WS_RECV_END,1675836048884,12,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836048884,13,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836049033,13,
2,2,0,WS_SEND_START,1675836049033,13,
2,2,0,WS_SEND_END,1675836049033,13,
2,2,0,WS_RECV_START,1675836049033,14,
2,2,0,WS_RECV_END,1675836049821,14,
2,2,0,WS_RECV_START,1675836049821,15,
2,2,0,WS_RECV_END,1675836049827,15,
2,2,0,WS_RECV_START,1675836049827,16,
2,2,0,WS_RECV_END,1675836050864,16,
2,2,0,WS_RECV_START,1675836050864,17,
2,2,0,WS_RECV_END,1675836050876,17,
2,2,0,WS_RECV_START,1675836050876,18,
2,2,0,WS_RECV_END,1675836050879,18,
2,2,0,WS_RECV_START,1675836050879,19,
2,2,0,WS_RECV_END,1675836050888,19,
2,2,0,WS_RECV_START,1675836050888,20,
2,2,0,WS_RECV_END,1675836050890,20,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836050890,21,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836050891,21,
2,2,0,WS_SEND_START,1675836050891,21,
2,2,0,WS_SEND_END,1675836050891,21,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836050891,22,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836050893,22,
2,2,0,WS_SEND_START,1675836050893,22,
2,2,0,WS_SEND_END,1675836050893,22,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836050893,23,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836050895,23,
2,2,0,WS_SEND_START,1675836050895,23,
2,2,0,WS_SEND_END,1675836050895,23,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836050895,24,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836050896,24,
2,2,0,WS_SEND_START,1675836050896,24,
2,2,0,WS_SEND_END,1675836050896,24,
2,2,0,WS_RECV_START,1675836050896,25,
2,2,0,WS_RECV_END,1675836050909,25,
2,2,0,WS_RECV_START,1675836050909,26,
2,2,0,WS_RECV_END,1675836050911,26,
2,2,0,WS_SEND_START,1675836050911,27,
2,2,0,WS_SEND_END,1675836050911,27,
2,2,0,PLAYBACK_SLEEPBEFORE_START,1675836050911,28,
2,2,0,PLAYBACK_SLEEPBEFORE_END,1675836050913,28,
2,2,0,WS_SEND_START,1675836050913,28,
2,2,0,WS_SEND_END,1675836050913,28,
2,2,0,WS_RECV_START,1675836050913,29,
